"","1","2","3","4","5"
"0.3756",0,0,2,2,66
"0.3757",0,0,0,0,1
"0.3796",0,0,0,0,23
"0.3802",0,0,0,0,1
"0.3806",0,0,0,0,1
"0.3832",0,0,0,0,2
"0.3836",0,0,0,0,3
"0.3862",0,0,0,0,1
"0.3872",0,0,0,0,3
"0.3988",0,0,0,0,1
"0.3991",0,0,0,0,1
"0.4248",0,0,0,0,1
"0.4343",0,0,0,0,1
"0.4486",0,0,0,0,1
"0.4505",0,0,0,0,1
"0.4516",0,0,0,0,14
"0.4556",0,0,0,0,2
"0.4562",0,0,0,0,1
"0.4567",0,0,0,0,2
"0.4571",0,0,0,1,0
"0.4596",0,0,0,0,1
"0.4636",0,0,0,0,1
"0.4646",0,0,0,0,1
"0.467",0,0,0,0,1
"0.468",0,0,0,0,1
"0.469",0,0,0,0,7
"0.4693",0,0,0,0,1
"0.4717",0,0,0,0,2
"0.4718",0,0,0,0,1
"0.4726",0,0,0,0,1
"0.473",0,0,0,0,4
"0.4734",0,0,0,0,2
"0.4746",0,0,0,0,1
"0.4757",0,0,0,0,1
"0.4765",0,0,0,0,1
"0.4774",0,0,0,0,1
"0.479",0,0,0,0,1
"0.4792",0,0,0,0,2
"0.4797",0,0,0,0,1
"0.4815",0,0,0,0,1
"0.4847",0,0,0,0,3
"0.4855",0,0,0,1,3
"0.4885",1,0,0,1,57
"0.4887",0,0,0,0,28
"0.4891",0,0,0,0,1
"0.4925",0,0,0,0,8
"0.4927",0,0,0,0,3
"0.4965",0,0,0,0,3
"0.4967",0,0,0,0,1
"0.5003",0,0,0,0,1
"0.5041",0,0,0,0,1
"0.5051",0,0,0,0,1
"0.5066",0,0,0,0,4
"0.5356",0,0,0,0,1
"0.5489",0,0,0,0,1
"0.5514",0,0,0,0,1
"0.5564",0,0,0,0,1
"0.5635",0,0,0,0,1
"0.5685",0,0,0,0,1
"0.5687",0,0,0,0,1
"0.5725",0,0,0,0,1
"0.5749",0,0,0,0,1
"0.5754",0,0,0,0,3
"0.5861",0,0,0,0,1
"0.5872",0,0,0,0,1
"0.5892",0,0,0,0,1
"0.6022",0,0,0,0,1
"0.6056",0,0,0,0,1
"0.606",0,0,0,0,2
"0.6065",0,0,0,0,2
"0.6066",0,0,0,0,1
"0.6096",0,0,0,0,1
"0.6102",0,0,0,0,1
"0.6134",0,0,0,0,4
"0.6151",0,0,0,0,1
"0.6174",0,0,0,0,3
"0.6176",0,0,0,0,1
"0.6525",0,0,0,0,1
"0.6707",0,0,0,0,1
"0.6783",0,0,0,0,1
"0.6865",0,0,0,0,1
"0.6934",0,0,0,0,1
"0.6942",0,0,0,0,1
"0.7049",0,0,0,0,1
"0.7099",0,0,0,0,1
"0.7114",0,0,0,0,1
"0.7146",0,0,0,0,1
"0.7152",0,0,0,0,1
"0.7154",0,0,0,0,1
"0.7169",0,0,0,0,1
"0.7192",0,0,0,0,1
"0.7204",0,0,0,0,1
"0.7217",0,0,0,0,1
"0.7246",0,0,0,0,23
"0.725",0,0,0,0,1
"0.7263",0,0,0,0,1
"0.7265",0,0,0,0,1
"0.7276",0,0,0,0,1
"0.7286",0,0,0,0,6
"0.7299",0,0,0,0,3
"0.7307",0,0,0,0,1
"0.7337",0,0,0,0,1
"0.7362",0,0,0,0,1
"0.7384",0,0,0,0,1
"0.7402",0,0,0,0,13
"0.7419",0,0,0,0,1
"0.7432",0,0,0,0,61
"0.7442",0,1,0,0,4
"0.7472",0,1,0,0,8
"0.7512",0,0,0,0,7
"0.7522",0,0,0,0,1
"0.7538",0,0,0,0,1
"0.7552",0,0,0,0,1
"0.7592",0,0,0,0,1
"0.7952",0,0,0,0,1
"0.8046",0,0,0,0,2
"0.8149",0,0,0,0,1
"0.8202",0,0,0,0,2
"0.8232",0,0,0,0,2
"0.8287",0,0,0,0,1
"0.8309",0,0,0,1,0
"0.8323",0,0,0,0,1
"0.8362",0,0,0,0,1
"0.8377",0,0,0,0,1
"0.8386",0,0,0,0,1
"0.8406",0,0,0,0,1
"0.8415",0,0,0,0,2
"0.8417",0,0,0,0,1
"0.8438",0,0,0,0,1
"0.8513",0,0,0,0,1
"0.8571",0,0,0,0,3
"0.8573",0,0,0,0,1
"0.8601",0,0,0,0,7
"0.8603",0,0,0,0,9
"0.8611",0,0,0,0,1
"0.8641",0,0,0,0,1
"0.8643",0,0,0,1,1
"0.8681",0,0,0,0,3
"0.8683",0,0,0,0,2
"0.8717",0,0,0,0,1
"0.8721",0,0,0,0,1
"0.906",0,0,0,0,1
"0.914",0,0,0,0,1
"0.9195",0,0,0,1,0
"0.9262",0,0,0,0,1
"0.9269",0,0,0,0,1
"0.9426",0,0,0,1,0
"0.9481",0,0,0,0,1
"0.9553",0,0,0,0,1
"0.9566",0,0,0,0,1
"0.9578",0,0,0,0,1
"0.9592",0,0,0,0,1
"0.9662",0,0,0,0,2
"0.9664",0,0,0,0,2
"0.977",0,0,0,0,1
"0.9772",0,0,0,0,3
"0.981",0,0,0,0,1
"0.9816",0,0,0,0,1
"0.9896",0,0,0,0,1
"1.0705",0,0,0,0,1
"1.0746",0,0,0,0,1
"1.0753",0,0,0,0,1
"1.0816",0,0,0,0,1
"1.0842",0,0,0,0,1
"1.087",0,0,0,0,1
"1.0962",0,0,0,0,9
"1.0973",0,0,0,0,1
"1.1002",0,0,0,0,3
"1.1021",0,0,0,0,1
"1.1023",0,0,0,0,1
"1.1061",0,0,0,0,1
"1.1118",0,0,0,0,2
"1.1148",0,0,0,0,5
"1.1188",0,0,0,0,1
"1.1198",0,0,0,0,1
"1.1762",0,0,0,0,1
"1.1782",0,0,0,0,1
"1.1936",0,0,0,0,2
"1.1969",0,0,0,0,1
"1.2131",0,0,0,0,2
"1.2133",0,0,0,0,1
"1.2171",0,0,0,0,1
"1.2213",0,0,0,0,2
"1.2289",0,0,0,0,1
"1.2317",0,0,0,0,2
"1.2319",0,0,0,0,2
"1.281",0,0,0,0,1
"1.3119",0,0,0,0,1
"1.3221",0,0,0,0,1
"1.3306",0,0,0,0,1
"1.338",0,0,0,0,1
"1.3644",0,0,0,0,1
"1.4026",0,0,0,0,1
"1.4268",0,0,0,0,1
"1.4532",0,0,0,0,2
"1.4546",0,0,0,0,1
"1.4598",0,0,0,0,1
"1.4648",0,0,0,0,2
"1.4678",0,0,0,0,2
"1.4718",0,0,0,0,1
"1.4816",0,0,0,0,1
"1.4864",0,0,0,0,1
"1.504",0,0,0,0,1
"1.5632",0,0,0,0,1
"1.5754",0,0,0,0,1
"1.5817",0,0,0,0,1
"1.5847",0,0,0,0,1
"1.5872",0,0,0,0,1
"1.5952",0,0,0,0,1
"1.6035",0,0,0,0,1
"1.719",0,0,0,0,1
"1.7286",0,0,0,0,1
"1.8178",0,0,0,0,1
"1.8208",0,0,0,0,1
"1.8364",0,0,0,0,1
"1.8394",0,0,0,0,1
"1.9287",0,0,0,0,1
"1.94",0,0,0,0,1
"2.2947",0,0,0,0,1
"2.3152",0,0,0,0,1
"2.4162",0,0,0,0,1
"2.5454",0,0,0,0,1
"4.0876",0,0,0,0,1
