appendComment,pics,Sterne,rateContent,rateDate,reply,serviceRateContent,userInfo
,,5,宝贝很好，是正品！快递神速！,2015-05-15 13:15:08,,卖家人很好,
,,5,质量不错，码稍微大了点。。。,2015-05-15 13:01:02,,,
,,5,不错正合适,2015-05-15 12:18:46,,,
,,5,很好,2015-05-15 11:54:53,,,
,,5,东西不错，就是大了，正在连系客服准备换，现在客服还没回复，其它都不错。,2015-05-15 10:58:07,,,
,,5,很好看，我老婆也经常穿。哈哈，很帅的,2015-05-14 22:33:50,,,
,,5,应该是正品吧。,2015-05-14 22:30:18,,,
,,5,大了一码， 之前联系客服，回复我的是让我十点后找客服，我哪有时间去聊天。  习惯好评。也不换了 再买一件吧。,2015-05-14 21:06:18,,,
,,5,很舒服，穿着很大气,2015-05-14 19:43:58,,,
,,5,是正品，棉质很好，很舒服,2015-05-14 18:59:40,,,
,,5,真可谓一波三折，换了两次，尺码特大。质量马马虎虎。建议偏小2个号购买。,2015-05-14 16:17:06,,,身高:178cm
,,3,包装有点烂。。。。。。东西还好。,2015-05-14 15:45:11,您好，感谢您对PUMA的支持及关注！我们已将您的反馈意见反馈到了相关部门，我们也会定期推出各类的促销活动，欢迎您再来选购，可以给我们提出更多的宝贵意见，谢谢！,,
,,5,客服说版型大 就买了s 结果175身高的瘦子 还是略紧身 给大家参考下,2015-05-14 12:45:17,,,
,,5,一般情况吧，穿着舒服，就是稍微有点起毛,2015-05-14 11:23:46,,,
,,5,物流蛮快的,2015-05-13 18:28:11,,,
,,5,这次买的大小正好,2015-05-13 18:28:11,,物流蛮快的,
241585773678|2015-05-13 13:52:20|我自己买大了一点。|0||,,5,,2015-05-13 12:33:32,,,
,,5,尺码偏大，质量不错，款式不错。没有合适的尺码了，卖家很爽快的退货。,2015-05-13 12:30:20,,,
,,5,不错,2015-05-13 12:28:53,,,
,,5,刚好合适 试穿了很舒服,2015-05-13 12:14:47,,,
,,5,好评，不错。,2015-05-13 08:41:39,,,
,,5,很不错,2015-05-13 01:48:16,,,
,,1,短袖有点宽，不修身，面料摸着还可以，洗了之后才发现衣服有点次，掉色不说还掉毛毛，洗了好几遍水里还是有毛毛还一直掉色，最后挂衣服的时候手上沾的都是黑色的毛毛，已经洗了也退不了，还不如几十块的质量，真怀疑衣服面料的成分，我实话实说，,2015-05-12 23:34:06,,,
,,5,衣服好胖。。。质量还可以,2015-05-12 20:38:27,,,
,,5,规矩挺多的    本来一次性能解决的托了好几天,2015-05-12 19:33:26,,,
,,5,还好吧 就是偏大了,2015-05-12 16:04:49,,,
241573836837|2015-05-30 10:00:45|质量有点差，但是是正品，标志洗后有点不明显了！|17||,,5,尺码有点大,2015-05-12 13:03:18,,,
,,5,很好,2015-05-11 22:47:48,,,身高:170cm
,,5,衣服质量很好，爸爸很喜欢。以后还会光顾的，加油哦。,2015-05-11 21:17:24,,,
,,5,衣服是正品，棉料也很好，身高176，体重160斤，穿XL码刚刚好，我一直在这家官方店买衣服的，下次还会再来。,2015-05-11 21:10:18,,,
,,5,衣服挺好的，感觉是稍微偏宽的，快递以及客服都很好,2015-05-11 20:51:37,,,
,,5,帮同事买的，170的身高还略大，做工好，质量还可以，整体满意。,2015-05-11 18:09:34,,,身高:170cm
,,5,边我想象中大了很多,2015-05-11 17:59:06,,,
241452967091|2015-05-12 11:23:47|好评！|2||,,5,不错，好评。,2015-05-11 14:50:01,,,
,,5,好评，继续。,2015-05-11 14:49:30,,,
,,3,Bushitaihaokan,2015-05-11 14:41:36,,,
,,5,感觉还可以,2015-05-11 11:27:55,,,身高:180cm
,,5,挺好的,2015-05-11 10:53:08,,,
,,5,一般一般,2015-05-11 09:05:41,,,
,,5,料子不错 穿的舒服 满意,2015-05-11 06:41:50,,,
,,5,彪马一直很不错啦，等了五天，快递终于到了！衣服一如既往的选择彪马！女友也有一件，可以情侣装，本人身高180，体重65kg。仅供参考！最后说一句，圆通，我丢你螺母！上海到南京要四五天！我丢你螺母,2015-05-10 19:46:40,,,
,,5,棒棒哒,2015-05-10 19:16:01,,,
,,5,没有穿，看上去还行。,2015-05-10 18:12:28,,,身高:168cm
,,5,真肥、买偏小两个号正好,2015-05-10 15:29:08,,,
,,5,挺好看的,2015-05-10 14:27:05,,,
241215912207|2015-05-16 08:53:41|非常好，虽然我也不是很喜欢RB，但他们的东西真心不错，比国内某些大牌有良心|6||,,5,null,2015-05-10 14:17:41,,,
,,5,很合适。。。,2015-05-10 14:02:58,,,
,,5,衣服质量挺好的！就是物流太慢了！还顺丰的了？还不如其它快递呢！,2015-05-10 12:48:00,您好，感谢您对于对于PUMA的支持！关于您反馈的问题，我们进行了了解，您5/7订单，5/7发货，5/10快递显示签收。其实顺丰到达您的省份还是挺快的快的，由于城市间还是有些距离的，到达后还需要转寄，所以，路上也会有所耽搁，请见谅了！期待下次带给您更好的购物体验，非常感谢您对于我们的支持！,,
,,4,就是东西太大了，可能版型不对,2015-05-10 11:47:29,,,
,,4,过得去,2015-05-10 10:34:20,,,
,,5,非常好,2015-05-10 08:30:17,,,
,,5,很好，和想象中一样，价格有点高。,2015-05-10 08:05:02,您好，感谢您对PUMA的支持及关注！我们已将您的反馈意见反馈到了相关部门，我们也会定期推出各类的促销活动，欢迎您再来选购，可以给我们提出更多的宝贵意见，谢谢！,,
,,5,很好,2015-05-10 07:46:19,,,
,,5,衣服很好 绝对正品,2015-05-10 07:46:19,,,
,,5,不错,2015-05-09 22:14:25,,,
,,4,有点大了,2015-05-09 21:04:45,,,
,,5,顺丰快递,2015-05-09 20:21:40,,,
,,5,尺码太大，买小一号还大,2015-05-09 16:39:00,,,
,,5,不错 很舒服 大小也正好！,2015-05-09 14:37:00,,,
,,5,不错,2015-05-09 14:04:48,,,
,,5,还可以 偏大了,2015-05-09 13:42:07,,,
,,5,不错的,2015-05-09 10:45:02,,,
,,3,说实话东西不怎么样。。还沾毛。。反正和外面的差很多,2015-05-09 10:37:39,,,身高:163cm
,,5,衣服不错、官网值得信赖、物流很快、两天就到了、要是包邮就更好了。。。,2015-05-09 01:16:50,,,
,,5,女朋友给买的，很好！,2015-05-08 23:20:29,,,
,,5,挺喜欢的,2015-05-08 21:44:01,,,
,,5,衣服挺不错的 穿着好 本来想着退因为有点大最后想了还是算了,2015-05-08 21:31:07,,,
241091096435|2015-05-13 11:16:14|衣服真心不错，好评|4||,,5,挺好的，,2015-05-08 21:28:11,,,
,,5,好,2015-05-08 19:02:15,,,
,,5,货真价实！,2015-05-08 17:56:58,,,身高:175cm
,,5,衣服质量和其他市面上大体的这类几十元衣服实际差不多。这么会也是顶着这个牌子吧，都是在中国制衣厂生产的。该厂应该也代工其他牌子或有名或没名声的。就衣服本身来说这个价超出很多了,2015-05-08 15:56:51,,,
,,5,不错,2015-05-08 15:23:12,,,
,,3,S号肩小，身体正好，M号肩正好，身体又超级肥，无奈了，想换还没有合适的，我这体型实在是坑爹，只求这衣服多洗几次缩缩水吧,2015-05-08 14:11:49,,,
,,5,质量不错 但是是假的 袖子那里没有品牌logo,2015-05-08 14:04:16,,,
,,2,不像正品！,2015-05-08 13:57:03,,,
,//img.alicdn.com/bao/uploaded/i3/18397079319053644/TB2hL5VcFXXXXXyXpXXXXXXXXXX_!!2253048397-0-rate.jpg,5,面料摸起来不错。。。。。。。。。。。。。。。。。。。。。。。。。,2015-05-08 12:08:23,,,
,,5,满意！,2015-05-08 11:48:12,,,
,,4,唉。回来的号有点大，想还小号吧，没货了。还不包邮。唉,2015-05-07 23:00:19,您好，感谢您对于PUMA的支持，店铺的运费是PUMA和快递公司合作签署决定的，并不是我们私自订的价格，所以非常抱歉不能随意修改，您的意见对于我们很重要，我们会反馈给相关部门，以便做到更好，我们会竭诚为您服务，祝您生活愉快，谢谢！,,
,,5,还不错,2015-05-07 22:52:02,,,
,,5,还好 不过快递真心慢,2015-05-07 22:15:18,您好，感谢您对PUMA的支持！关于您反馈的问题，我们进行了了解。您5/3订单，5/3当天发货，5/7快递显示签收。我们已将您的反馈意见反馈到了相关部门，期待下次带给您更好的购物体验，非常感谢您对于我们的支持！,,
,,5,衣服不错 很好喜欢,2015-05-07 19:38:38,,,
,,5,宝贝很好看，物流非常快！赞！！！！,2015-05-07 19:38:01,,,
,,1,客服差评，说话没人理，东西拖了一天才发货～同样号码的东西，网店比实体店的大，买上就洗了，不知道会不会好点～总体感觉就那样吧,2015-05-07 13:24:56,您好，感谢您对于PUMA的支持！关于您反馈的客服问题，我们进行了了解。店铺10开线，您是在5/5早上9点多进入店铺咨询，当时无人应答，请见谅!关于您说的发货慢的情况，我们也进行了核实，您5/5凌晨3点订的单，当天下午发货，5/6网页就显示快递被签收了，并没有您所说的发货延后哦。期待下次带给您更好的购物体验，非常感谢您对于我们的支持！,,
,,5,还不错吧，不过彪马的标，能否整的小一点，我是一个内敛的人，这么大的标，看起来还是有点傻,2015-05-07 12:20:58,,,身高:175cm
,,5,挺好的,2015-05-07 10:49:30,,,身高:170cm
,,5,不错,2015-05-07 05:43:29,,,
,,5,收到了，很帅气 就是码偏大,2015-05-06 22:52:29,,,
,,5,不错,2015-05-06 22:22:12,,,
,,5,合体吧,2015-05-06 21:30:06,,,
,,5,衣服不错，舒服！,2015-05-06 20:43:11,,,
,,5,衣服刚收到，没想到那么快就收到了。物流OK！我还担心质量的问题，看了衣衣，放心了。因为我是送朋友的。还好没让我失望。质量及面料都不错。就感觉有点小贵了。,2015-05-06 20:05:27,,,身高:175cm
241074451621|2015-05-16 21:11:25|衣服买来没几天，穿第二次的时候发现破了个洞。|14||,,1,,2015-05-06 19:59:25,,,
,,5,还行 不错,2015-05-06 19:30:31,,,
,,5,不错,2015-05-06 19:01:44,,,
,,5,还不错就是价格贵了点,2015-05-06 18:41:14,您好，感谢您对PUMA的支持及关注！我们已将您的反馈意见反馈到了相关部门，我们也会定期推出各类的促销活动，欢迎您再来选购，可以给我们提出更多的宝贵意见，谢谢！,,
,,5,有点大其余都好,2015-05-06 17:55:42,,,
,,1,不好 不是正品,2015-05-06 16:57:34,,,
,,5,衣服收到了质量很好,2015-05-06 16:34:47,,,身高:184cm
,,5,还不错，就是稍大，穿着舒服,2015-05-06 14:23:04,,,
,,5,质量好 正品，有合适的在来,2015-05-06 14:05:49,,,
,//img.alicdn.com/bao/uploaded/i4/196030100336633467/TB2XVmJcFXXXXXIXXXXXXXXXXXX_!!1124449603-0-rate.jpg,5,身高170体重150     m号非常合适,2015-05-06 13:34:21,,,
,,5,质量不错，还会来的,2015-05-06 11:52:14,,,
,,5,还可以！,2015-05-06 10:09:01,,,
,,5,还可以,2015-05-06 08:56:29,,,
,,5,是正品，儿子很喜欢。穿着帅气值得入手,2015-05-06 07:55:15,,,
,,5,宝贝不错，穿上很有型,2015-05-06 07:27:27,,,
,,5,快递速度真给力 两天到货 服务很好 衣服质量也不错 跟专柜的一样 价格能再优惠一点就更好了 全部五颗星,2015-05-06 06:20:07,,,
,,5,物品很满意，送货相当快,2015-05-06 00:58:23,,,
,,5,说实话，东西收到，做工超级棒！\n但尺码偏小！,2015-05-05 23:43:49,,,
,,5,物流好快,2015-05-05 23:08:07,,,
,,5,衣服质量很好  刚刚好的,2015-05-05 23:00:35,,,
,,5,不错,2015-05-05 22:45:06,,,
,,5,好看，纯棉的穿着很舒服。,2015-05-05 20:02:31,,,
,,5,165斤1.75身高m码正好 不知道那位130斤1.70身高穿XL码的仁兄正合适的怎么穿的 好神奇,2015-05-05 19:31:32,,,
,,5,衣服尺码偏大,2015-05-05 18:54:03,,,
,,5,不错啊,2015-05-05 18:39:09,,,
,,5,挺好的谢谢卖家,2015-05-05 17:32:54,,,
,,5,衣服已收到，质量很好，物流也很快，只是服务不是很到位，我发信息改一码数发了几条信息卖家也没有回复，服务态度希望卖家改善一下。,2015-05-05 15:51:17,您好，针对您的问题我们十分的重视，对此也需要和您解释一下，经过聊天记录的核实，您是在5月3日上午08：59分首次联系我们，9点05分二次联系，9点58分三次联系，我们并非恶意的不予回复您的信息，而且当时处于我们非在线的运营时间，因为我们的店铺运营时间为10：00-22：00期间，所以给您带来不便，非常抱歉了！我们也会不断提升我们的服务质量，您的满意是我们最大的动力,,
,,5,衣服不错,2015-05-05 15:21:58,,,
,,5,包装跟其他专柜都不一样，非常不满意，号非常大,2015-05-05 14:46:29,您好，感谢您对PUMA的支持及关注！针对包装意见的反馈我们会反馈到相关的部门，给您带来不便烦请理解，我们的包装可能的确会和专柜有所不同，因为我们的网上商城，所以包装商品为了便于运输，可能会略微的简易了，未来我们会提升我们的包装方案，感谢您的宝贵意见！您的心声对我们来说非常重要！,,
,,5,"衣服比想象的薄一点,不太修身比较宽松.总体还是不错.",2015-05-05 13:38:02,,,身高:182cm
,,5,还可以,2015-05-05 13:35:11,,,
,,5,衣服很好就是没有纸袋,2015-05-05 13:05:22,,,
,,4,穿上有一点点大，建议选择小一号的，懒得换了,2015-05-05 12:20:55,,,身高:172cm
,,5,卖家服务超级好,2015-05-05 12:03:03,,,
,,5,不错的一次购物,2015-05-05 11:37:13,,很好,
,,5,穿着挺舒服，大小也合适，就是为啥不包邮呢,2015-05-05 11:24:27,亲，您好，感谢您对PUMA的支持及关注！针对您的问题需要和您“解释”一下呦，店铺活动会不定期的推出，包邮活动非常规活动，一般我们会在月中或每逢活动期间会有一些包邮活动哦，在5月11日我们就会有类似的活动了哦，建议您收藏一下我们的店铺，随时关注店铺动态了哦~,五一没有客服,身高:177cm
,,5,大小合适，正品，很喜欢。,2015-05-05 08:13:43,,满意,身高:172cm
,,5,还行，很合适的，穿着比较帅气，真心喜欢,2015-05-05 01:30:52,,谢谢客服推荐的尺码，很准确,身高:175cm
,,5,衣服面料很舒服，建议买小两号。,2015-05-04 22:55:24,,,
240905171893|2015-05-17 09:59:43|质量太次了，同事都问我是不是淘宝买的仿货。|12||,,1,还行吧。。。。。。薄,2015-05-04 22:26:00,,,
240905171892|2015-05-17 09:59:43|质量真的一般，完全图样式好看。和店里买的比不得。|12||您好，感谢您对于PUMA的支持！我们店铺承诺7天无理由退货，如对于产品有任何问题您可以随时联系旺旺在线客服哦，我们也会不断改进我们的商品质量以及服务，期待下次带给您更好的购物体验，非常感谢您对于我们的支持O(∩_∩)O,,2,感觉质量一般，没有耐克家的体恤质量好，码数偏大。总体价钱来说还行吧,2015-05-04 22:26:00,,,
,,5,好看,2015-05-04 21:53:59,,,
,,5,是正品,2015-05-04 21:21:22,,,
,,5,很不错，很喜欢,2015-05-04 21:00:50,,,
,,3,顺风速递所以物流速度快，但是客服好像无人在嘛！！,2015-05-04 20:30:18,,,
,,5,很舒服哦,2015-05-04 19:56:45,,,
,,5,衣服收到了，只不过有点偏大，也不想换了，就这样穿吧，下次还从这个店买,2015-05-04 18:41:14,,,
,,5,实在太大 应该买小一个码,2015-05-04 17:38:20,,,
,,5,棒棒哒,2015-05-04 16:04:13,,,
,,5,好好好！舒心的一次购物,2015-05-04 14:53:46,,,
,,5,有点大，建议买小一号！,2015-05-04 12:35:14,,,
,,5,挺合身,2015-05-04 12:03:54,,,
,,5,满意,2015-05-04 11:47:19,,,身高:173cm
,,4,LOGO比看的小一点啊,2015-05-04 11:01:49,,,
,,4,衣服的领子老是往里面折，让颈子有点不舒服。质量还可以，就是不包邮。,2015-05-04 10:07:01,亲，您好，感谢您对PUMA的支持及关注！针对您的问题需要和您“解释”一下呦，店铺活动会不定期的推出，包邮活动非常规活动，一般我们会在月中或每逢活动期间会有一些包邮活动哦，在5月11日我们就会有类似的活动了哦，建议您收藏一下我们的店铺，随时关注店铺动态了哦~,,
,,5,还行,2015-05-04 10:02:54,,不错,身高:173cm
240712881741|2015-05-08 09:23:25|穿上不错。|4||,,5,穿上挺好。,2015-05-04 09:18:36,,,
240712881740|2015-05-08 09:22:50|穿上效果挺好。|4||,,5,穿上挺好的。,2015-05-04 09:18:36,,,
,,4,还行，就是灰色布配黑色字有点别扭,2015-05-04 08:39:52,,,
,,5,不错,2015-05-03 22:21:34,,,
,,5,130斤，170  XL码刚刚好,2015-05-03 21:46:58,,,
,,5,很好 便宜又好穿,2015-05-03 20:25:02,,,
,,5,很好 便宜又好穿,2015-05-03 20:25:02,,,
,,5,还不错，穿起来挺凉快的,2015-05-03 18:53:54,,,
,,5,东西不错，物流也不错，下次还会光顾！,2015-05-03 15:40:29,,,
,,5,快递好可笑，没有送到之前说一直联系不到买家，让我找他们联系，爱理不理的，太可笑了！！！电话没打怎么联系不上买家？？？？,2015-05-03 09:56:13,您好，感谢您对于PUMA的支持！很抱歉，给您带来了一次不好的购物感受！您的意见对于我们来说很重要，我们已将您的反馈意见反馈到了相关部门，期待下次带给您更好的购物体验，非常感谢您对于我们的支持O(∩_∩)O,,身高:179cm
,,5,很好,2015-05-03 08:19:44,,,
,,5,我喜欢稍宽松一点的，身高178，体重175，选XL穿起来很舒适，感觉小一码应该会显得修身些。幸好没听接待我的工作人员的建议，他竟然建议我买XXL的，后来又有其他客服向我解释刚才那个人不负责客服这边工作，如果需要咨询可以与他联系。反正，工作人员给我的感觉真是太不专业了！！！,2015-05-02 23:00:40,您好，感谢您对于PUMA的支持！很抱歉，给您带来了一次不好的购物感受！您的意见对于我们来说很重要，我们也会不断改进我们的商品质量以及服务，期待下次带给您更好的购物体验，非常感谢您对于我们的支持O(∩_∩)O,,身高:180cm
,,5,衣服相当不错。老公非常喜欢。是正品。下次还会来的。,2015-05-02 22:38:43,,,
,,5,不错，没看清楚对应码，买大了,2015-05-02 18:39:35,,,
,,5,挺好的,2015-05-02 18:23:13,,,
,//img.alicdn.com/bao/uploaded/i3/16068078814530084/TB21Wx9cFXXXXaUXXXXXXXXXXXX_!!748936068-0-rate.jpg,5,衣服不错，按照客服的推荐买的尺寸。大小刚合适，穿上以后酷帅的一逼。,2015-05-02 18:09:50,,,
,,5,质量.服务.物流都很好.可惜拍大了码数.客服说可以退货.算了.,2015-05-02 15:01:21,,,
,,4,速度快质量好 就是偏大,2015-05-02 12:18:12,,,
,,5,帮朋友买的 他很喜欢,2015-05-02 09:42:29,,,
240524779733|2015-05-02 09:14:07|希望大家谨慎购买，不值|0||您好，感谢您对PUMA的支持及关注！我们已将您的反馈意见反馈到了相关部门，我们也会定期推出各类的促销活动，欢迎您再来选购，可以给我们提出更多的宝贵意见，谢谢！,,2,今天收到以为搞错了，一看大吃一惊，国际品牌原来是这样的包装，天猫网没什么好东西的，有种是地摊货的感觉，自己出了15元快递费，不想退了，只能自认倒霉，,2015-05-02 09:12:07,,,
,,5,太大了！我还得去洗衣店剪去，，，，换货太麻烦，拉倒，，，，，不说了...............,2015-05-02 00:40:08,您好，感谢您对于PUMA的支持！由于店铺换货时间较长，所以店铺更改了换货流程，为了让买家更快的收到理想的商品！我们店铺承诺7天无理由退货，如对于产品有任何问题您可以随时联系旺旺在线客服哦，我们也会不断改进我们的商品质量以及服务，期待下次带给您更好的购物体验，非常感谢您对于我们的支持！,,
,,5,衣服很赞，顺丰很速度,2015-05-01 23:14:36,,,
,,5,买大一个号 懒得换了 物流速度很快,2015-05-01 22:36:44,,,
240662189297|2015-05-01 21:12:41|建议买黑色的吧|0||,,5,一天空运快递，物流速度超赞。衣服不修身，较肥,2015-05-01 19:55:31,,,
,,5,衣服正合适，是正品。,2015-05-01 18:49:24,,,
,,5,不值，有点像假的。和去年买的质量有很大差别,2015-05-01 16:04:00,您好，首先给您带来不便非常抱歉，针对您的反馈意见我们也十分的重视，但是需要和您进行下解释，我们PUMA官方店是天猫平台唯一一家旗舰店，也是唯一一家店铺直营店，针对商品是否是正品的问题上您绝对可以放心！\n我们店铺承诺7天无理由退货，如对于产品有任何问题您可以随时联系旺旺在线客服哦，我们也会不断改进我们的商品质量以及服务，期待下次带给您更好的购物体验，非常感谢您对于我们的支持！,,
,,5,一直给老公买的这个牌子，款式还不错，穿着也舒适，好评～,2015-05-01 13:45:12,,,
,,5,衣服有点大,2015-05-01 13:19:45,,,
,,5,衣服质量很好 大小刚好合适 穿着很舒服  正品,2015-05-01 06:29:54,,,
,,5,帅得很么，精神。,2015-05-01 05:34:13,,,
,,5,好,2015-04-30 21:08:20,,,
,,5,好,2015-04-30 21:08:20,,,
,//img.alicdn.com/bao/uploaded/i4/19362078218573707/TB2z_8PcFXXXXbcXXXXXXXXXXXX_!!2179299362-0-rate.jpg,5,很好我喜欢,2015-04-30 20:38:06,,,
,,5,衣服到了试穿了一下大小可以！衣服稍稍有点偏肥不是很修身！其他还好！,2015-04-30 20:32:20,,,
,,5,好,2015-04-30 20:20:43,,,
,,5,好,2015-04-30 20:20:43,,,
,,5,不错，正品！,2015-04-30 19:33:35,,,
,,5,非常满意 谢谢！,2015-04-30 18:23:26,,,
,,5,穿着正好，不大也不小，很舒服,2015-04-30 16:51:50,,,身高:175cm
,,5,就是喜欢puma,2015-04-30 16:45:50,,,
,//img.alicdn.com/bao/uploaded/i1/17680078792633014/TB2C3pJcFXXXXXwXpXXXXXXXXXX_!!1028607680-0-rate.jpg,5,"顺丰简直神速阿,昨天拍今天就到,果断好评,挺喜欢这衣服的,唯一缺点就是不包邮....",2015-04-30 16:16:07,您好，感谢您对于PUMA的支持，店铺的运费是PUMA和快递公司合作签署决定的，并不是我们私自订的价格，所以非常抱歉不能随意修改，您的意见对于我们很重要，我们会反馈给相关部门，以便做到更好，我们会竭诚为您服务，祝您生活愉快，谢谢！,,
,,5,号码准,2015-04-30 11:59:52,,,
,,5,衣服质感不错，有点大，总体不错,2015-04-30 11:56:27,,,
,,5,不好，服务不好，给人感觉不热情，店大。。。。。。的感觉。衣服不值这个价，型号比以前的衣服号大，换退相当麻烦，差评,2015-04-30 11:38:29,您好，很抱歉，给您带来了一次不好的购物感受。我们店铺不是无换货，而是换货时间较长，考虑买家的心情，所以，更改了相关流程，建议买家退款重拍。每家店铺的相关处理退款的流程都略有不同，您反馈的意见对于我们很重要，我们也会将您宝贵的意见反馈给到Puma公司，希望能不断的完善不断的改进，争取给您带来更好的服务体验，也希望您一如既往的支持我们哦O(∩_∩)O,,
,,5,很不错，挺喜欢,2015-04-30 11:34:32,,快递很快,身高:174cm
,,5,很合身 上身效果 很sao！！,2015-04-30 09:18:29,,,身高:172cm
,,5,很好,2015-04-29 23:35:08,,,
,,5,第一次拍错尺码买家很耐心，虽然还没有退第一次拍货的款，不过衣服还不错。卖家态度很好,2015-04-29 23:04:16,,,
,,5,应该不是中国的号码，买时问客服，衣服很舒服，赞赞赞,2015-04-29 22:55:17,,,
,,4,物流到时快，一天，就是还是稍微大了，170，118，s号，可能我习惯穿稍微小点的，习惯好评，应该不值这个价80 90块最合适了,2015-04-29 21:47:18,物流到时快，一天，就是还是稍微大了，170，118，s号，可能我习惯穿稍微小点的，习惯好评，应该不值这个价80 90块最合适了,,
,,5,不错,2015-04-29 18:41:57,,,
,,5,稍大点了，习惯好评,2015-04-29 17:49:28,,,
,,5,给朋友买的 朋友说看着挺好 还没穿 穿了再说,2015-04-29 14:03:46,,,
,,5,卖家态度非常好，衣服也很棒选错号了给退了，又买了一件款式一样的合适的号。,2015-04-29 10:08:41,,,
,,5,不错,2015-04-29 09:52:33,,,
,,5,全面的，很舒服。,2015-04-28 22:09:53,,,身高:171cm
,,5,嗯，非常不错。大小合适，穿着也还可以,2015-04-28 20:15:38,,,
,,5,挺不错,2015-04-28 18:37:03,,,
,,5,好看,2015-04-28 17:31:29,,,
,,5,除了尺寸有点大，其他都还好。,2015-04-28 17:10:31,,,
,,5,老顾客，挺好的,2015-04-28 08:59:32,,,
,,5,好,2015-04-28 08:30:38,,,
,,5,赞个,2015-04-28 00:49:33,,,
,,5,力挺彪马,2015-04-27 23:15:59,,,
,,5,还可以 比较薄,2015-04-27 19:34:46,,,
,"//img.alicdn.com/bao/uploaded/i1/18896078331345322/TB2FCxhcFXXXXcmXXXXXXXXXXXX_!!1904448896-0-rate.jpg,//img.alicdn.com/bao/uploaded/i4/18896078331349294/TB2XSNdcFXXXXa6XpXXXXXXXXXX_!!1904448896-0-rate.jpg",5,很合适,2015-04-27 18:42:16,,,
,,4,还可以吧,2015-04-27 18:30:42,,,
,,5,很喜欢，很喜欢，很喜欢，很喜欢，很喜欢，很喜欢，很喜欢。,2015-04-27 18:07:51,,,
,,5,穿起来还行吧 就是有点透 感觉不像正品,2015-04-27 17:39:05,,,
,,5,还可以 不错,2015-04-27 13:55:27,,,身高:167cm
,,5,很棒 客服很热情 料子也很舒服 物流非常快 满意的一次网购?,2015-04-27 12:25:49,,,
,,5,衣服很好,2015-04-26 00:39:56,,,
,,5,已经买了两件，很好！,2015-04-25 20:09:20,,,
,,5,简直超级赞，以后就多去这个店买衣服，目前没碰见过假货，版型好,2015-04-25 17:56:54,,,身高:170cm
,,5,还行吧，符合预期，但是质感相对差些！,2015-04-25 16:54:23,,,
,,5,大小正好,2015-04-25 15:56:24,,,
,//img.alicdn.com/bao/uploaded/i1/11035077870787339/TB2Zh3PcpXXXXX9XpXXXXXXXXXX_!!1117051035-0-rate.jpg,5,好东西，正品，第一次买的大了这回刚好,2015-04-24 23:15:51,,,
,,5,店家推荐的尺码有点大了刚好，,2015-04-24 14:24:38,,,
,,5,质量不错，与实体店一样,2015-04-24 07:15:03,,,
,,4,大了,2015-04-23 13:10:56,,,
