appendComment,pics,stars,rateContent,rateDate,reply,serviceRateContent,userInfo
,,5,好评很喜欢,2015-05-02 23:50:41,,,
,,5,很好,2015-05-02 22:46:36,,,
,,5,正品，赞个,2015-05-02 22:19:04,,,
,,5,好评,2015-05-02 20:41:56,,,
,,5,满意，下次还会来,2015-05-02 20:28:19,,,
,,5,还行,2015-05-02 18:21:25,,,
,,5,紧身的感觉,2015-05-02 18:20:56,,,
,,5,真品，不错，快递也非常给力！,2015-05-02 17:25:55,,,
,,5,挺好,2015-05-02 16:31:49,,,
,//img.alicdn.com/bao/uploaded/i4/13922080476643712/TB2WdxYcFXXXXaRXpXXXXXXXXXX_!!873923922-0-rate.jpg,5,图片可以参考,2015-05-02 14:34:52,,,
,,5,!,2015-05-02 11:59:08,,,
,,5,觉得非常不错哈，还是，一分钱一分货，很给力,2015-05-02 11:03:35,,,
,"//img.alicdn.com/bao/uploaded/i2/11330078754614130/TB2GL0ScFXXXXckXpXXXXXXXXXX_!!1089851330-0-rate.jpg,//img.alicdn.com/bao/uploaded/i3/11330078839872677/TB2MEl0cFXXXXczXXXXXXXXXXXX_!!1089851330-0-rate.jpg",5,还行 紧身效果没之前ua的紧身效果好 不过这样也好不太紧久穿腋下不会难受 衣服略长,2015-05-02 09:01:52,,,
,,5,很贴身，运动时一点也不热！,2015-05-01 23:48:52,,,
,,5,开始买小了，换的过程很顺利,2015-05-01 23:48:52,,,
,,5,不错，给哥买的，说质量还可以,2015-05-01 22:46:57,,,
,,5,开始买的L的，洗后变大了，转让给同学了，重拍的M，很合适！,2015-05-01 20:12:22,,,
,,5,真棒！,2015-05-01 18:31:53,,,
,,5,质量很好，穿段时间好的话还回来买,2015-05-01 17:53:44,,,
,,5,上海到哈尔滨用不到24小时，真快。就是穿不出图片那效果...,2015-05-01 16:29:08,,,
,,5,"henbang ,有一句说一句",2015-05-01 15:15:25,,,身高:181cm
,,5,给别人买的，据说面料手感都不错,2015-05-01 14:52:05,,,
,,5,顺丰很给力，快递小哥人很好，老板也很好，最主要的是衣服质量很好，男票很喜欢。全五分好评,2015-05-01 11:48:44,,,
,,5,质量很好，快递有点叼，搬了没通知而且问他还叼我，快递希望能改进,2015-05-01 11:31:40,,,
,,5,东西很好，物流也相当给力，一天就到了。,2015-05-01 10:39:44,,,
,,5,不错，赞,2015-05-01 09:28:17,,,身高:180cm
,,5,还可以，很正规。,2015-05-01 08:54:58,,,
,//img.alicdn.com/bao/uploaded/i1/16228080326035922/TB25CtPcFXXXXXjXpXXXXXXXXXX_!!920466228-0-rate.jpg,5,不错，穿着健身刚好,2015-05-01 08:37:30,,,
,,5,不错,2015-05-01 00:20:27,,,
,,5,有点长,2015-04-30 23:58:39,,,
,,5,收到总体还不错 就是中途修改地址很麻烦,2015-04-30 21:46:32,,,
,,5,yes。   舒服。    验单为官方正品?哒。      包顺丰的赞一个,2015-04-30 21:30:00,,,
,,5,很好,2015-04-30 18:52:14,,,
,,5,好紧啊，看来要减肥了！太长！,2015-04-30 18:51:55,,,身高:173cm
,,5,挺好,2015-04-30 18:50:24,,,
,,5,是正品，挺好的，喜欢,2015-04-30 17:20:08,,,
,,5,172高，156重L号处了衣摆长，其他都还好,2015-04-30 15:43:28,,,
,,5,质量很好，穿了很舒服，客服和快递服务都特好，非常愉快的一次购物，谢谢谢！,2015-04-30 15:27:33,,,
,,5,不错哦,2015-04-30 15:05:58,,,
,,5,衣服确实不错，快递也很快,2015-04-30 14:32:22,,,
,,5,有点大,2015-04-30 12:55:25,,,
,,5,都买了好几次了,2015-04-30 12:14:41,,,
,,5,确实很紧身，穿起来很舒服，176.  70kg。L码很舒服。,2015-04-30 11:10:36,,,
,,5,帮同事买的，同事很喜欢，大小正合适，上身透气舒服，正品。,2015-04-30 10:55:46,,,身高:170cm
,,5,东西很好隔天就到了，不错。,2015-04-30 10:40:00,,,
,,5,物流速度赞一个，衣服不错。穿着透气,2015-04-30 09:54:55,,,
,,5,不愧是大品牌运动服，穿起来非常舒服，刚穿的时候手臂有些紧，穿过一星期后感觉好多了，整体稍微有些长，紧身效果明显,2015-04-30 09:46:25,,,身高:168cm
,,5,快递很快  两天就到了 好评！等实战后再来追评,2015-04-30 09:46:20,,,
,,5,正品，特别贴身，很舒服，本以为买小了，没想到刚刚好，紧身么不紧就显示不出身材，,2015-04-30 09:36:32,,,
,,5,衣服很好  吸汗性好准备给同学也买,2015-04-30 09:23:54,,,
,,5,正品！做工精致！反面都可以当正面穿！男朋友很喜欢！很man 的衣服！,2015-04-30 04:57:57,,,
,,5,帮弟弟买的，他很中意，质量还可以吧！应该是正品。快递很好，还是顺丰的。赞一个,2015-04-29 23:24:29,,,
,,5,非常好，good！今天神准,2015-04-29 21:18:50,,,身高:172cm
,,5,老公穿着很合适,2015-04-29 20:05:44,,,
,,5,最满意的一次网购！,2015-04-29 19:16:40,,,
,,5,没话说，好评！,2015-04-29 19:14:56,,,
,,3,?,2015-04-29 16:59:08,,,
,//img.alicdn.com/bao/uploaded/i4/17583078590203475/TB294JwcFXXXXaNXpXXXXXXXXXX_!!789957583-0-rate.jpg,5,太好啦,2015-04-29 15:05:58,,,
,,5,有一点长。,2015-04-29 14:33:51,,,身高:178cm
,,5,穿了一下，还好,2015-04-29 12:58:50,,,
,,5,质量不错 就是小贵了！赞一个,2015-04-29 11:24:51,,,
,,5,东西不错,2015-04-29 10:54:47,,,
,,5,很合身，很满意,2015-04-29 10:11:06,,,
,,5,很好,2015-04-29 09:58:16,,,
,,5,很好,2015-04-29 09:58:16,,,
,,5,还行......就是刚刚吃完饭不适合穿,2015-04-29 09:03:58,,,
,,5,很满意,2015-04-29 08:28:41,,,
,,5,挺好的，旗舰的值得信赖,2015-04-29 00:24:25,,,
,,5,非常喜欢，超极棒！,2015-04-28 22:28:50,,,身高:180cm
240338667006|2015-04-30 22:21:52|穿了一天。有点宽松了|2||,//img.alicdn.com/bao/uploaded/i1/13893077610210820/TB2xaxpcFXXXXa6XpXXXXXXXXXX_!!577523893-0-rate.jpg,5,包装什么的比阿迪达斯好了不止一点两点，速度很快，前天买得，今天就到了，顺风就是给力，就是我们这有个不好处，顺风是自提的，衣服不错，很修身，就是腋下的有点紧,2015-04-28 22:04:16,,,
,,5,衣服挺不错的，穿着好不好看关键还是看身材,2015-04-28 18:39:18,,,
,,5,物流超快！,2015-04-28 17:46:13,,,
,,5,官方没的说,2015-04-28 17:38:02,,,
,,4,其他都可以 就是衣服太长,2015-04-28 17:06:52,,,
,,5,老公超喜欢，说很好穿,2015-04-28 16:51:50,,,
,,4,东西不错，就是自己买小了。。,2015-04-28 13:51:05,,,
,,5,穿上简直舒爽，简直好顶赞,2015-04-28 12:05:34,,,
,,5,好东西   很紧身  就是为什么这么长,2015-04-28 11:52:58,,,
,,5,身长有点长,2015-04-28 11:14:30,,,
,,5,速度很快，衣服很棒！,2015-04-28 10:08:44,,,
,,5,还行,2015-04-28 09:30:09,,,
,,5,宝贝很好，绝对正品！赞一个！,2015-04-28 06:59:02,,,
,,5,衣服弹性超好、穿起来很舒服！,2015-04-27 22:28:27,,,身高:170cm
,,5,正品是必须的，发货速度也是可以的，最重要东西很好,2015-04-27 22:27:30,,,
,,5,很好?,2015-04-27 22:15:23,,,
,,5,很好,2015-04-27 22:10:23,,,
,,5,物流快，就是有点大,2015-04-27 22:01:27,,,
,,5,正品啊不错,2015-04-27 21:34:36,,,
240249224362|2015-04-28 09:24:13|应该是正品|15||,,5,,2015-04-27 21:14:14,,,
,,5,"不错,送货很及时.货品也很有型.",2015-04-27 20:27:07,,,
,,5,紧身，适合运动,2015-04-27 20:00:32,,,
,,5,穿着有点长了。,2015-04-27 19:28:53,,,
,,5,衣服是正品，很喜欢。,2015-04-27 17:41:00,,,
,,5,衣服很合身 我是62公斤 171身高 穿着刚好,2015-04-27 17:11:33,,,
,,3,一般，有异味。,2015-04-27 17:00:05,,,
,,5,其实我是挺无语的。顺风慢的要死。同时在聚美优品上买了一件蓝色的结果发错货。到货是黑色的。结果两件衣服一模一样。在这买的是199，在聚美优品买的是159还用优惠券了。天猫旗舰店。太坑了。,2015-04-27 16:22:26,,,身高:178cm
,,5,就等暑假去健身房瘦下来穿，必须瘦下来。,2015-04-27 14:37:02,,,
,,5,很棒！客服推荐很准确，物流快，包装好有发票！没的说！,2015-04-27 14:08:23,,,
,,5,好！,2015-04-27 14:02:04,,,
,,5,不错,2015-04-27 13:22:06,,,
,,4,一开始穿有点紧,2015-04-27 12:21:38,,,
,,5,很不错,2015-04-27 11:13:32,,,
,,5,好好好好好好好好好好好好好好好好好好好好好,2015-04-27 10:23:23,,,
,,5,给儿子买的，很喜欢，有需要还会来购。,2015-04-27 10:20:58,,,身高:181cm
,,5,物流太快了衣服背后有白色的\n字母不知道为什么,2015-04-27 09:12:42,,,
,,5,好评。,2015-04-27 08:40:39,,不错。,身高:170cm
,//img.alicdn.com/bao/uploaded/i2/12381078223837223/TB2YsXccFXXXXbyXXXXXXXXXXXX_!!2441642381-0-rate.jpg,5,感觉没有老款的好  穿上效果不错,2015-04-27 01:29:55,,,
,,5,果然是没有腱子肉，就别买紧身衣。。。,2015-04-27 01:29:26,,,身高:170cm
,,5,184穿M号的衣服有点小，很紧啊,2015-04-26 22:12:51,,,身高:184cm
,,5,很舒服,2015-04-26 20:20:53,,,
,,5,还不错吧,2015-04-26 20:12:13,,,
,,5,"还不错,像是正品",2015-04-26 19:24:55,,,
,,5,快递吊爆了！！,2015-04-26 18:47:15,,,
,,5,挺好的，是正品，但是我好像买小了。,2015-04-26 15:56:33,,,
,,5,衣服很好正品,2015-04-26 15:31:23,,,
,,5,挺好,2015-04-26 15:26:31,,,
,,5,不错，是正品，就是没有优惠，和店里买一个价，五环都88折呢，不合理,2015-04-26 14:33:45,,,
,,5,很好很满意，谢谢！,2015-04-26 13:32:07,,,
,,5,紧身，肚子大的有点儿明显,2015-04-26 12:56:43,,,
,,5,东西很好 很合身,2015-04-26 11:56:17,,,
,,5,物流很给力，衣服买好多次了，依旧很棒,2015-04-26 11:04:18,,,
,,5,给儿子买的，灰色黑色各一件，他喜欢,2015-04-26 09:44:15,,,
,,5,给儿子买的，他很喜欢,2015-04-26 09:44:15,,,
,,5,发的顺丰，太给力了！衣服很好，穿着很有型,2015-04-25 23:12:21,,,
,,5,很好，都很好！很细心，大品牌注重细节！,2015-04-25 23:08:12,,,
,,5,很好！,2015-04-25 22:26:47,,,
,,5,很棒 是真品 穿上打球健身 非常舒服 有力量 看上去很帅,2015-04-25 20:20:07,,,身高:177cm
,,5,是真品，穿上健身打球 感觉很吸汗 舒服,2015-04-25 20:20:07,,,身高:188cm
,,5,很棒，没得挑,2015-04-25 19:18:17,,,
,,5,东西很好,2015-04-25 18:11:03,,,
240092727624|2015-04-25 17:30:13|洗后不会变形，而且面料特变舒服，即使出汗也会速干！|0||,,5,买下就是要健身穿，而且打下合适，刚开始有点束缚感，等穿第二次的时候就不会了，争取在今年增肌成功！,2015-04-25 17:28:12,,,身高:175cm
,,5,服务很好衣服穿上很舒服，第一次买小了，客服细致的服务让人很舒服,2015-04-25 16:53:41,,,
,,5,很好。,2015-04-25 16:23:24,,,
,,5,我买的 S 码的有点小。 但是 质量个个方面都可以， 我又买了大一码的。,2015-04-25 15:51:01,,,身高:165cm
,,5,货真价实,2015-04-25 12:31:00,,,
,,5,物流很给力，质量也不错，客服态度很好，5星好评,2015-04-25 10:57:26,,,
,,5,还行,2015-04-25 09:39:09,,,
,,5,还不错 喜欢,2015-04-25 08:38:59,,,
,,5,衣服不错，是正品,2015-04-24 22:24:18,,,
,,5,快递很快  衣服有点长,2015-04-24 21:18:17,,,
,,5,还好 就是买得太急了 唯品会才153,2015-04-24 20:25:01,,,
,,5,还好吧 专卖店没码子了 所以上天猫买 都怪lg太心急 还没收到就看见唯品会才卖153一件 我还有券呢,2015-04-24 20:25:01,,,
,,5,不愧是旗舰店，质量就是好,2015-04-24 20:22:54,,,
,,5,很修身，老公穿上很好看,2015-04-24 19:41:32,,,
,,5,不错,2015-04-24 19:09:00,,,
,,5,习惯好评,2015-04-24 19:08:14,,,
,,5,本来看数据觉得买m号正好，但是我发现太紧身了...不过面料很舒服很透气，上身感觉很棒，希望下次能买到无袖款的更好,2015-04-24 17:05:27,,,
,,5,物流很给力,2015-04-24 16:59:42,,,
,,5,差评，蓝色好大的色差！,2015-04-24 14:55:41,,,
,,5,衣服还好,2015-04-24 14:25:09,,,
,,5,非常好的衣服，很凉快，喜欢！,2015-04-24 14:08:59,,,
,,5,正品！,2015-04-24 13:42:06,,,
,,5,衣服很好，穿着舒服。,2015-04-24 12:58:20,,,身高:170cm
,,5,真心不错！,2015-04-24 11:31:33,,,
,,5,正品，舒服，物流给力,2015-04-24 10:56:51,,,
,,5,确实是正品，发票随衣服直接发过来了，而且上身比较舒服，面料柔软。好评。,2015-04-24 09:16:25,,,
,,5,老公穿上太肥了  是正品,2015-04-24 07:46:50,,,
,,5,老公穿了很显身材,2015-04-24 00:55:47,,,
,,5,很不错很合身，紧身，速度很快，22号买23号就到了。。,2015-04-24 00:09:26,,,
,,5,不错。同事很满意,2015-04-23 23:14:30,,,
,,5,非常合身，是正品，,2015-04-23 22:21:37,,,身高:178cm
,,5,快递挺快，就是稍微有一点味，其他都不错,2015-04-23 22:14:07,,,
,,5,nice,2015-04-23 21:34:33,,,
,,5,特别好,2015-04-23 21:18:32,,,
,,5,修身，穿上后肚子上的赘肉一览无余，看来不锻炼身体对不住这件衣服。,2015-04-23 16:54:17,,,
,,5,M bucuo,2015-04-23 13:33:09,,,身高:170cm
,,5,175  66.5kg 穿小了。其他都不错。,2015-04-23 13:04:52,,,
,,5,本人173 62kg M号正好。nike官方旗舰店的服务很好 比阿迪达斯好多了,2015-04-23 12:58:34,,,
,,5,应该是正品吧，给个五星,2015-04-23 11:39:35,,,
,,5,还行吧、味道挺重、建议买大一号、太紧了,2015-04-23 08:08:07,,,
,,5,穿着有型，只是现在身材还差点,2015-04-23 06:58:53,,,
,,4,质量还行,2015-04-23 00:06:53,,,
,,3,有点薄，长了一点，没以前的做工好,2015-04-22 22:39:16,,,
,,5,"170,62kg，穿m差不多",2015-04-22 22:23:04,,,
,,5,非常舒服，感觉充满力量,2015-04-22 22:06:05,,,
,,5,我应该m，特意买的大一号的l，结果腋下还是紧，透气性很好，别的都很合身，就是这个腋下勒的感觉难受，早知道买再大一号的了,2015-04-22 21:25:38,,,身高:174cm
,,5,有一点点紧,2015-04-22 20:41:41,,,身高:175cm
,,5,不错,2015-04-22 19:58:48,,不错,
,,5,不错。,2015-04-22 18:32:20,,,
,,5,面料，做工都很好，就是有点色差。,2015-04-22 17:18:30,,,
,,5,果然正品就是不一样啊，之前别的店买的真是不想说了~,2015-04-22 16:11:48,,,
,,5,快递很快衣服质量好,2015-04-22 13:54:38,,,
,,5,帅，有点紧。,2015-04-22 13:42:21,,,
,,5,物流很快，给力,2015-04-22 13:41:53,,,
,,5,东西看着还不错，是挺合身的，给个好评。,2015-04-22 13:20:05,,,
,,5,穿着很好，穿段时间再看。,2015-04-22 12:13:02,,,
,,5,舒适,2015-04-22 11:15:17,,,
,,5,很帅哦,2015-04-22 10:30:14,,,
,//img.alicdn.com/bao/uploaded/i4/14731077275604859/TB29YUncpXXXXXNXpXXXXXXXXXX_!!150034731-0-rate.jpg,5,大概就是这样，174、70kg、m码,2015-04-22 09:56:06,,,
,,5,快递很快，衣服男朋友穿着很舒服，他很喜欢,2015-04-22 09:22:45,,,
,,5,正品，要练身材,2015-04-22 09:18:33,,,
,,5,非常好，卖家建议的码都特别合适，好评?...,2015-04-22 07:24:38,,,
,,5,号码有点小。建议买大一码的。不错,2015-04-22 01:28:42,,,
,,5,正品，舒服，灰色好看，快递非常快，就是一点不便宜,2015-04-21 23:58:16,,,
,,5,和想象中的一样好，这下有跑步的动力了！,2015-04-21 23:08:55,,包装非常周到！,身高:178cm
,,5,不错啊，穿着正好的，跑了好多店也没买到。,2015-04-21 23:05:04,,,
,,5,东西很喜欢，虽然第一次穿这么紧有点不习惯过了一会就好了，很显线条哦！,2015-04-21 23:00:04,,,
,,5,是正品，第一次在网上买衣服，没想到这么合身、以后会再来的，希望下次可以送点小赠品！！！,2015-04-21 22:16:39,,,
,,5,太值得买了，东西很对得起这个价格,2015-04-21 21:10:19,,,
,,5,衣服穿起来很舒服，就是一点，左下角的NIKE LOGO开胶了，心里不太爽,2015-04-21 20:59:40,,,身高:172cm
,,5,酷！！,2015-04-21 20:37:09,,,
,,5,真的很好，物流速度超快，挺好的,2015-04-21 20:18:35,,,
,,5,物流快，东西是帮朋友买的，他也很喜欢，听了买家的，很合身，有需要的话还会来。,2015-04-21 20:18:25,,,
,,5,很修身，材质也很有弹性，买对了,2015-04-21 19:42:36,,,
,,5,182cm 73kg L码 腋下稍劲，弹性很好，不会影响偷懒。穿上真忍不住想爆图。,2015-04-21 19:16:57,,,
,,5,后脖那走线有一点错位 但是正品无疑 现在nike做工肯定不比以前了,2015-04-21 17:59:01,,,
,,5,还可以吧就是还没穿效果不知道好不好,2015-04-21 16:18:45,,,
,,5,是正品，但是比奥特莱斯贵,2015-04-21 15:46:38,,,
,,5,正品，老公收到货很满意。,2015-04-21 15:25:43,,,
,,5,在实体店试过刚好,2015-04-21 14:39:31,,,
,,5,服务很周到，购物袋发票均齐全。衣服质量很好，儿子应该喜欢。,2015-04-21 14:37:11,,,
,,5,官方品质，值得信赖！速度超快，发新疆三天就到了,2015-04-21 14:04:47,,,
,,5,nice,2015-04-21 13:42:18,,,
,,5,衣服还可以，就是有点贵,2015-04-21 10:40:12,,,
,,5,愉快的购物体验。包装相当给力，快递迅速，发票标签齐全。100厘米的胸围，L号正好合适。,2015-04-21 09:10:45,,,
,,5,好   等追加。,2015-04-21 09:08:57,,,
,,5,他说咯吱窝那里比较紧  其他还好,2015-04-21 09:06:07,,,
,,5,哥哥说很不错 赞一个 ?,2015-04-21 09:04:38,,,
,,3,贵就一个字,2015-04-21 02:30:41,,,
,,5,包装的很好 ！物流很给力 隔天就到,2015-04-20 23:32:55,,,
,,5,还不错,2015-04-20 22:51:41,,,
,,5,发货很快。东西很好。,2015-04-20 22:30:15,,,
,,5,衣服很舒服，我很满意,2015-04-20 21:41:43,,,
,,5,不错 很合身,2015-04-20 21:08:19,,,
,,5,孩子非常喜欢，质量很好！客服推荐的尺寸很准确！,2015-04-20 21:00:02,,,
,,5,?,2015-04-20 20:17:47,,,
,,5,好纠结过分,2015-04-20 19:20:39,,,
,,5,不错,2015-04-20 18:50:22,,,
,,5,肩膀宽了真不好买衣服...挺紧的,2015-04-20 17:45:38,,,
,,5,太紧身了，质量倒是不错，只是有点贵，有色差，下身太长了，我的腰杆没那么长,2015-04-20 16:59:11,,,身高:175cm
,,5,真活,2015-04-20 16:56:01,,,
,,5,物流给力，商品合身,2015-04-20 15:54:39,,,
239614561720|2015-05-02 08:17:43|洗了一次感觉领口宽了，怎么回事儿，倒是不影响运动，就是不美观了|11||,,5,本人190倒三角，不方便带图，自己脑补吧，货肯定没问题！,2015-04-20 15:12:23,,,
,,5,这个送朋友的，他个子低穿着不好看，哈哈哈哈哈哈哈哈,2015-04-20 15:12:23,,,
,,5,发货和物流都比较快，质量也尚可，只是稍许有些异味，需要洗干净。总体还可以吧,2015-04-20 14:30:50,,,
,,5,衣服很好，客服推荐的码子很合适，下次还会来,2015-04-20 12:46:12,,,
,,5,衣服差不多，就是太长，还有店家回复太慢。,2015-04-20 12:41:04,,,
,,5,好,2015-04-20 12:25:26,,,
,,5,衣服很好，穿上很舒服，物流太快了，哈哈,2015-04-20 12:16:52,,,
,,5,送货很快，质量很不错。我一米七三，体重57公斤，穿s的略长，非常贴身有些紧。,2015-04-20 11:43:49,,,
,,5,第二次购买，好评,2015-04-20 11:03:55,,,
,,5,不错哦！儿子喜欢,2015-04-20 10:50:24,,,
,,5,客服帮选的大小，合身。速度很快,2015-04-20 10:24:29,,,
,,5,不错，儿子喜欢，穿着很合身,2015-04-20 09:06:48,,,
,,5,吸湿排汗保暖 效果杠杠的,2015-04-20 08:42:07,,,
,,5,物流很快，质量很好,2015-04-20 07:52:44,,,
,,5,衣服很满意，东西很满意,2015-04-19 23:18:22,,,
,,5,物流很快，衣服穿上很舒服，也很显身材，五星赞,2015-04-19 22:59:41,,服务周到，给推荐的尺码正正好,
,,5,非常紧身，其它都很好，就是漏点太明显,2015-04-19 22:52:27,,,
,,5,推荐的L号，本人骨架小，选择的M号，很合身。卖家很专业，发票是在信封装好一并邮寄的。应该是正品。唯独就是感觉右边腋窝有点夹，摩擦的不舒服，左边没问题，不知道是什么原因。另外物流简直慢到爆,2015-04-19 20:24:10,,,身高:178cm
,,5,挺好的。,2015-04-19 17:01:58,,,
,,5,很赞,2015-04-19 16:42:05,,,
,,5,挺好的,2015-04-19 15:53:42,,,
,,5,上衣有点长啊，盖着大半臀部，自己也没法改短，好郁闷啊,2015-04-19 15:38:41,,,
,,5,衣服很好，很棒~~,2015-04-19 15:33:55,,,
,,5,孩子穿着挺合适的,2015-04-19 14:32:42,,,
,,5,还行,2015-04-19 13:07:26,,,
,,5,就是味道有点大，别的都挺好,2015-04-19 12:46:18,,,
,,5,帮朋友买的 他很满意啊不错,2015-04-19 12:38:52,,,
,,5,老顾客了，旗舰店没的说,2015-04-19 12:20:32,,,
,"//img.alicdn.com/bao/uploaded/i3/11463076678486054/TB2ppYNcpXXXXX_XpXXXXXXXXXX_!!1886671463-0-rate.jpg,//img.alicdn.com/bao/uploaded/i3/11463076765660673/TB2cRDOcpXXXXcUXXXXXXXXXXXX_!!1886671463-0-rate.jpg",5,一收到就迫不及待的试穿，第一次买耐克的衣服，布料穿起来很舒服，显身材，以后买衣服就选这了，好评！,2015-04-19 10:42:49,,,
,,5,根据客服推荐的很合适，客服态度也很NICE！下午下的单，隔天早上就到了，快递也很NICE！,2015-04-19 10:34:53,,,
,,5,面料很棒。手感很好。包装精美。非\n常满意。下摆略长。可以塞裤子里。175，75kg。L。,2015-04-19 09:40:27,,,
,,5,一开始以为衣服小了，后来发现紧身衣就是这样的，质量很好很有弹性，客服态度很好。好评！,2015-04-18 22:59:40,,,
,,5,不错弟弟说是正品,2015-04-18 22:58:47,,,
,,5,挺不错,2015-04-18 21:28:59,,,
,,5,是正品，不错！,2015-04-18 21:16:14,,,
,,5,宝贝很满意，下午还穿去了健身。下次还会再来,2015-04-18 20:34:52,,,身高:172cm
,,5,太修身，适合肌肉发达的朋友穿。,2015-04-18 20:09:28,,,
,,5,官方店的专业真正没话说，说句实在话像贴身穿的pro真的要到官方店买，才有保障，现在高仿的实在太多，常看到天猫有些店卖的有人评论味道比较大，试问正品哪会来那些莫名其妙的味道～,2015-04-18 19:19:53,,,
,,5,还可以,2015-04-18 19:10:56,,,身高:171cm
,,5,真快，，，，,2015-04-18 18:59:56,,,
,,5,挺不错的，,2015-04-18 18:52:21,,,
,,5,衣服相当0k，穿着贴身舒服，绝对正品。用的还是顺丰快递，1天就收货了。?店家如果下次有活动优惠就更好了。,2015-04-18 17:13:12,,,
,,5,很不错的衣服，很满意哦，以后还会在你家买的，希望以后快递能快点，其他没有什么！,2015-04-18 17:10:47,,,
,,5,东西到了，感觉物流真快，衣服也不错，唯一遗憾的就是衣服有些长，其他都不错，可以，好。,2015-04-18 12:02:16,,,
,,5,正品无疑，就是太长了！,2015-04-18 11:31:43,,,
,,5,质量不错。第二次买了,2015-04-18 10:06:47,,,
,,5,很好，就是有点味道，总体满分,2015-04-18 02:13:04,,,
,,4,客服推荐的尺码正合适，不过比实体店贵了一点,2015-04-17 23:26:58,,,
,,5,就不上图了，衣服很不错，下摆确实有些长，但是没影响，就是这样的设计，有发票。是正品，包装好，没有因为就是一件衣服而简陋包装。发票还是特意一个拉袋子。还有一个耐克兜。不错的。,2015-04-17 23:12:40,,,
,,5,NICE啊!,2015-04-17 20:56:41,,,
,,5,不错，稍微有点紧，不过穿穿应该就可以了,2015-04-17 20:14:11,,,
,,5,手感不错，弹性也可以，看起来是正品,2015-04-17 18:40:53,,,身高:177cm
,,5,很好啊，和店里一模一样的，很合体，塑性效果不错,2015-04-17 18:09:46,,,
,,5,挺不错的，包装很正规看着，衣服也不错，184  76kg穿xl合适，顺风快递很快,2015-04-17 17:12:39,,,
,,5,很合身，适合健身,2015-04-17 15:20:58,,,
,,5,质量不错,2015-04-17 15:11:36,,,身高:180cm
,,5,质量很不错,2015-04-17 15:11:36,,,身高:170cm
,,5,喜欢好评,2015-04-17 14:37:46,,,
,,5,很好！穿上特别舒服！下摆也没有担心的那么长,2015-04-17 14:08:55,,,
,"//img.alicdn.com/bao/uploaded/i2/17034076353230357/TB2alDwcpXXXXXVXXXXXXXXXXXX_!!2066347034-0-rate.jpg,//img.alicdn.com/bao/uploaded/i2/17034076438724889/TB2fE_wcpXXXXXlXXXXXXXXXXXX_!!2066347034-0-rate.jpg,//img.alicdn.com/bao/uploaded/i3/17034076565523083/TB2UZPncpXXXXaFXpXXXXXXXXXX_!!2066347034-0-rate.jpg,//img.alicdn.com/bao/uploaded/i4/17034090725584138/TB2MljucpXXXXaMXXXXXXXXXXXX_!!2066347034-0-rate.jpg",5,绝对正品。。手感很好，顺丰又给力。还有发票也寄过来。下次还来。不多说上图,2015-04-17 12:52:24,,,
,,5,绝对百分百正品，质感，带的发票，真的很棒，很愉快的购物，客服都超级细心,2015-04-17 12:31:47,,,
,,5,挺好的，满分，就是自己身材不太好,2015-04-17 12:25:53,,,身高:178cm
,,5,正品，,2015-04-17 12:12:07,,,
,,5,很好看,2015-04-17 11:56:11,,,
239303208934|2015-05-20 11:10:02|穿着有型布料舒服|33|//img.alicdn.com/bao/uploaded/i4/10465080739146701/TB24kGLcVXXXXXpXpXXXXXXXXXX_!!1729890465-0-rate.jpg|,//img.alicdn.com/bao/uploaded/i4/10465078020299745/TB2WWPpcpXXXXcIXXXXXXXXXXXX_!!1729890465-0-rate.jpg,5,发票什么的齐全 是正品没错 但是这色差 唉 凑合这穿,2015-04-17 11:00:10,,,身高:177cm
,,5,好，穿了两天吸水能力好强,2015-04-17 10:57:00,,,
,,5,舒服，推荐买小姨妈,2015-04-17 08:04:41,,,
,,5,穿着锻炼中，感觉不错,2015-04-17 06:57:34,,,
,,5,不错,2015-04-17 01:12:30,,,
,,5,不错 特意试穿了 好,2015-04-17 01:12:30,,不错,
,,5,快递很给力，第2天就到货了，衣服穿起来也很舒服，发票包装也很正规，很喜欢，,2015-04-17 00:32:32,,,
,,5,很满意，正品,2015-04-16 23:32:00,,,
,,5,本地没有XXL号的，只有XL号的。特意在这里买的XXL号，很好。\n就是腰部松了点，肩膀胸背紧绷度很合适\n快递也快！当天中午拍下，第二天中午就到货了！,2015-04-16 23:27:53,,不错！！,身高:179cm
,,5,zhiliangbucuo,2015-04-16 22:43:54,,,身高:175cm
,,5,非常棒！！！good~,2015-04-16 22:28:22,,棒,身高:171cm
,,3,还不错，就是不知道是不正品？,2015-04-16 21:36:51,,,
,,5,紧身。。好,2015-04-16 21:31:06,,,
,,5,衣服很好，大小合适，很凸显身材。本人身高181，体重67kg，穿L正好，给大家做参考。顺丰速度很快，两天就到了。,2015-04-16 21:14:34,,,
,,5,很酷很舒服，顺丰太给力了，昨天下单，今天就到货，太强了。,2015-04-16 20:13:05,,,
,,5,挺合身，透气性也不错，就是腋下设计的紧,2015-04-16 18:57:43,,,
,,5,挺好，习惯性好评,2015-04-16 18:32:58,,,
,,5,挺好，习惯性好评,2015-04-16 18:32:58,,,
,,5,不错,2015-04-16 17:51:28,,,
